"","Policy.Number","Age","Years.of.Driving.Experience","Number.of.Vehicles","Gender.Dummy","Married.Dummy","Vehicle.Age","Fuel.Type.Dummy","cluster","clusterfactor"
"5142",184850,51,31,2,1,1,13,0,2,"2"
"5143",159229,70,51,2,0,1,5,0,3,"3"
"5144",134034,36,18,2,1,0,12,0,2,"2"
"5145",106064,25,6,2,0,1,7,0,1,"1"
"5146",178047,31,10,2,0,1,5,0,1,"1"
"5147",172355,60,40,2,0,0,6,0,3,"3"
"5148",178004,31,13,2,1,1,3,1,1,"1"
"5149",132591,26,6,2,1,1,12,0,1,"1"
"5150",178899,53,34,2,0,1,14,0,3,"3"
"5151",123772,44,23,2,0,1,1,0,2,"2"
"5152",177943,69,49,2,1,0,14,0,3,"3"
"5153",143428,43,23,2,1,1,6,0,2,"2"
"5154",101207,27,7,2,1,0,14,0,1,"1"
"5155",171670,25,6,2,1,0,6,0,1,"1"
"5156",130725,61,42,2,0,1,13,0,3,"3"
"5157",114313,36,15,2,0,1,6,0,2,"2"
"5158",166197,23,5,2,1,1,11,1,1,"1"
"5159",123478,61,43,2,1,1,3,0,3,"3"
"5160",182918,22,4,2,1,1,11,1,1,"1"
"5161",120889,29,11,2,0,0,7,0,1,"1"
"5162",158519,57,37,2,1,0,5,0,3,"3"
"5163",199177,35,14,2,1,0,7,0,2,"2"
"5164",141824,65,47,2,1,1,9,0,3,"3"
"5165",111528,17,0,2,0,0,13,0,1,"1"
"5166",149451,65,46,2,1,1,11,0,3,"3"
"5167",145387,19,1,2,0,0,15,0,1,"1"
"5168",151043,22,3,2,1,1,14,1,1,"1"
"5169",181062,61,42,2,1,0,10,0,3,"3"
"5170",169627,22,5,2,0,1,10,1,1,"1"
"5171",104745,59,40,2,1,1,2,1,3,"3"
"5172",133527,31,12,2,0,1,15,0,1,"1"
"5173",126888,38,20,2,0,0,14,0,2,"2"
"5174",186301,20,2,2,0,1,9,0,1,"1"
"5175",189148,43,26,2,0,0,5,1,2,"2"
"5176",183801,31,13,2,1,0,7,0,1,"1"
"5177",121973,66,49,2,1,1,2,0,3,"3"
"5178",187872,24,7,2,0,0,15,0,1,"1"
"5179",159108,58,37,2,0,1,13,0,3,"3"
"5180",196292,38,19,2,0,1,8,0,2,"2"
"5181",112761,51,30,2,1,1,14,0,2,"2"
"5182",182354,32,13,2,1,0,3,1,1,"1"
"5183",159450,53,34,2,1,1,6,1,3,"3"
"5184",122219,63,46,2,0,0,10,0,3,"3"
"5185",198419,18,0,2,0,0,10,0,1,"1"
"5186",180505,16,0,2,1,1,14,1,1,"1"
"5187",127123,17,0,2,0,1,4,1,1,"1"
"5188",113853,22,5,2,0,1,9,1,1,"1"
"5189",185864,16,0,2,0,1,13,0,1,"1"
"5190",131813,35,15,2,1,1,13,0,2,"2"
"5191",189817,64,45,2,1,1,12,0,3,"3"
"5192",185997,60,39,2,1,0,2,0,3,"3"
"5193",170214,38,19,2,0,1,9,0,2,"2"
"5194",167595,25,6,2,0,0,14,0,1,"1"
"5195",188282,27,10,2,1,1,0,1,1,"1"
"5196",196463,63,44,2,1,0,12,0,3,"3"
"5197",164781,18,0,2,1,1,6,1,1,"1"
"5198",128864,70,53,2,1,0,5,0,3,"3"
"5199",173353,53,33,2,0,1,1,1,2,"2"
"5200",119429,27,9,2,0,1,14,0,1,"1"
"5201",132904,19,2,2,0,1,11,0,1,"1"
"5202",174936,37,16,2,1,1,2,1,2,"2"
"5203",152174,62,45,2,0,1,3,0,3,"3"
"5204",197762,39,19,2,1,0,7,0,2,"2"
"5205",106374,66,48,2,1,1,5,0,3,"3"
"5206",152632,61,42,2,1,0,6,0,3,"3"
"5207",125622,17,0,2,1,0,12,1,1,"1"
"5208",117263,20,1,2,1,1,11,1,1,"1"
"5209",156341,67,46,2,0,1,11,0,3,"3"
"5210",180874,61,40,2,0,1,3,1,3,"3"
"5211",111659,49,29,2,1,0,10,0,2,"2"
"5212",153370,65,45,2,0,1,10,0,3,"3"
"5213",123092,60,41,2,1,1,7,0,3,"3"
"5214",145873,23,5,2,1,1,4,1,1,"1"
"5215",138933,53,33,2,1,1,7,0,2,"2"
"5216",170282,61,44,2,1,0,12,0,3,"3"
"5217",134092,21,3,2,0,1,14,0,1,"1"
"5218",117630,49,29,2,1,0,6,0,2,"2"
"5219",195304,32,12,2,0,0,15,0,1,"1"
"5220",126485,19,2,2,0,0,13,0,1,"1"
"5221",174470,64,47,2,1,0,15,0,3,"3"
"5222",114127,32,14,2,0,1,9,0,1,"1"
"5223",144296,64,43,2,1,0,10,0,3,"3"
"5224",167940,22,3,2,1,0,8,1,1,"1"
"5225",183321,69,48,2,0,0,14,0,3,"3"
"5226",176585,26,5,2,0,0,2,1,1,"1"
"5227",126288,62,44,2,0,1,8,0,3,"3"
"5228",155157,66,47,2,1,0,9,0,3,"3"
"5229",125221,50,33,2,0,0,6,0,2,"2"
"5230",183777,61,41,2,0,0,7,0,3,"3"
"5231",105878,42,21,2,1,1,10,0,2,"2"
"5232",118035,17,0,2,1,1,0,1,1,"1"
"5233",113400,20,2,2,0,0,10,0,1,"1"
"5234",120162,24,7,2,0,1,6,1,1,"1"
"5235",105991,41,22,2,1,1,1,1,2,"2"
"5236",188865,62,43,2,0,0,10,0,3,"3"
"5237",177367,70,52,2,1,1,2,1,3,"3"
"5238",173974,18,1,2,1,0,7,0,1,"1"
"5239",159455,61,42,2,0,1,8,0,3,"3"
"5240",133054,37,19,2,1,0,9,0,2,"2"
"5241",121838,19,0,2,1,1,12,0,1,"1"
"5242",172641,19,2,2,0,0,12,0,1,"1"
"5243",192592,68,50,2,1,1,2,0,3,"3"
"5244",165820,68,49,2,0,1,13,0,3,"3"
"5245",198479,66,46,2,0,0,3,0,3,"3"
"5246",142980,61,40,2,0,0,11,0,3,"3"
"5247",149229,28,7,2,0,1,10,0,1,"1"
"5248",157484,66,45,2,1,1,8,0,3,"3"
"5249",171234,20,3,2,1,0,10,1,1,"1"
"5250",141347,58,40,2,1,0,4,0,3,"3"
"5251",171870,51,30,2,0,1,3,1,2,"2"
"5252",195633,46,29,2,1,0,10,0,2,"2"
"5253",113183,46,28,2,0,1,12,0,2,"2"
"5254",134141,68,48,2,1,0,13,0,3,"3"
"5255",130131,61,43,2,0,1,12,0,3,"3"
"5256",160652,19,2,2,0,1,15,0,1,"1"
"5257",150639,40,20,2,0,1,13,0,2,"2"
"5258",103861,19,0,2,0,1,6,0,1,"1"
"5259",133942,65,48,2,1,0,12,0,3,"3"
"5260",174821,22,3,2,1,0,12,0,1,"1"
"5261",196176,63,43,2,0,0,3,0,3,"3"
"5262",197523,31,11,2,0,0,4,0,1,"1"
"5263",158147,29,8,2,1,0,0,0,1,"1"
"5264",162527,62,41,2,0,1,11,0,3,"3"
"5265",102500,64,45,2,1,0,6,0,3,"3"
"5266",110549,42,24,2,1,1,6,0,2,"2"
"5267",168842,20,3,2,0,0,11,0,1,"1"
"5268",171373,17,0,2,0,1,14,0,1,"1"
"5269",168830,59,41,2,0,1,15,0,3,"3"
"5270",171270,68,51,2,0,1,15,0,3,"3"
"5271",121349,16,0,2,0,0,15,0,1,"1"
"5272",193810,26,9,2,1,0,7,0,1,"1"
"5273",176644,34,16,2,1,0,11,0,2,"2"
"5274",132995,25,6,2,0,0,8,0,1,"1"
"5275",199468,19,0,2,0,1,15,0,1,"1"
"5276",174635,60,39,2,0,1,9,0,3,"3"
"5277",152355,70,49,2,1,0,11,0,3,"3"
"5278",174375,23,6,2,0,0,13,0,1,"1"
"5279",186381,59,41,2,0,1,10,0,3,"3"
"5280",104822,65,45,2,1,0,2,0,3,"3"
"5281",198857,54,36,2,0,1,7,0,3,"3"
"5282",138744,66,46,2,1,1,3,0,3,"3"
"5283",163333,17,0,2,0,0,5,1,1,"1"
"5284",161533,40,23,2,1,1,10,0,2,"2"
"5285",158380,17,0,2,1,1,11,0,1,"1"
"5286",110805,22,4,2,0,1,13,0,1,"1"
"5287",183719,65,44,2,1,1,2,0,3,"3"
"5288",172624,23,6,2,1,1,11,1,1,"1"
"5289",108538,62,45,2,1,1,9,0,3,"3"
"5290",109261,52,35,2,0,0,1,1,3,"3"
"5291",170443,48,27,2,0,1,10,0,2,"2"
"5292",115433,66,46,2,0,0,9,0,3,"3"
"5293",119000,23,6,2,1,1,12,1,1,"1"
"5294",185797,52,32,2,1,1,14,0,2,"2"
"5295",178900,60,39,2,1,0,6,0,3,"3"
"5296",192164,68,50,2,0,1,15,0,3,"3"
"5297",146211,17,0,2,0,1,13,0,1,"1"
"5298",168982,65,46,2,0,1,9,0,3,"3"
"5299",163258,33,13,2,1,1,12,0,1,"1"
"5300",172894,41,21,2,1,0,12,0,2,"2"
"5301",113334,56,36,2,1,0,3,1,3,"3"
"5302",180117,50,31,2,0,0,15,0,2,"2"
"5303",183211,63,44,2,1,1,13,0,3,"3"
"5304",143596,16,0,2,1,0,14,0,1,"1"
"5305",146318,39,22,2,0,0,5,1,2,"2"
"5306",100762,16,0,2,0,1,14,1,1,"1"
"5307",150702,20,3,2,1,1,2,1,1,"1"
"5308",198230,20,1,2,1,1,13,0,1,"1"
"5309",165496,29,9,2,1,0,9,0,1,"1"
"5310",160562,25,8,2,1,0,14,0,1,"1"
"5311",181395,55,38,2,0,1,14,0,3,"3"
"5312",155862,20,3,2,0,0,15,0,1,"1"
"5313",136031,47,29,2,0,1,7,0,2,"2"
"5314",128068,60,40,2,1,0,0,0,3,"3"
"5315",199655,61,43,2,1,1,10,0,3,"3"
"5316",194432,38,17,2,0,0,10,0,2,"2"
"5317",166422,23,6,2,0,0,14,0,1,"1"
"5318",107793,23,4,2,1,0,12,0,1,"1"
"5319",117228,51,30,2,1,0,3,0,2,"2"
"5320",155076,65,46,2,1,1,4,0,3,"3"
"5321",173739,33,12,2,1,1,12,0,1,"1"
"5322",158716,52,33,2,0,0,9,0,2,"2"
"5323",167148,41,24,2,1,1,8,0,2,"2"
"5324",122220,48,30,2,0,0,13,0,2,"2"
"5325",164526,66,47,2,1,1,1,0,3,"3"
"5326",121135,25,6,2,1,0,11,0,1,"1"
"5327",107756,53,34,2,0,0,10,0,3,"3"
"5328",114318,30,9,2,0,1,10,0,1,"1"
"5329",166606,39,18,2,1,0,13,0,2,"2"
"5330",169966,67,49,2,1,1,0,0,3,"3"
"5331",144197,23,4,2,0,1,12,1,1,"1"
"5332",197473,67,48,2,1,0,9,0,3,"3"
"5333",131890,22,5,2,0,0,15,0,1,"1"
"5334",180388,63,45,2,1,0,2,1,3,"3"
"5335",112036,42,24,2,1,1,5,1,2,"2"
"5336",132126,60,42,2,0,1,11,0,3,"3"
"5337",141243,64,46,2,0,0,13,0,3,"3"
"5338",167838,37,20,2,1,1,12,0,2,"2"
"5339",198734,27,7,2,1,0,1,0,1,"1"
"5340",143791,27,8,2,1,1,9,0,1,"1"
"5341",125378,52,35,2,0,1,1,1,3,"3"
"5342",100314,69,52,2,0,1,0,0,3,"3"
"5343",109978,28,10,2,1,1,3,1,1,"1"
"5344",123980,67,50,2,0,0,3,0,3,"3"
"5345",114057,61,41,2,0,1,12,0,3,"3"
"5346",162791,47,29,2,1,0,6,0,2,"2"
"5347",116963,29,8,2,1,0,13,0,1,"1"
"5348",130883,31,10,2,1,1,10,0,1,"1"
"5349",167663,34,14,2,0,0,0,0,2,"2"
"5350",180458,46,29,2,1,1,0,1,2,"2"
"5351",123835,64,43,2,0,1,10,0,3,"3"
"5352",190213,60,43,2,0,1,7,0,3,"3"
"5353",163464,70,49,2,1,1,6,0,3,"3"
"5354",139432,51,30,2,1,1,14,0,2,"2"
"5355",179961,39,19,2,1,1,10,0,2,"2"
"5356",100964,60,43,2,1,0,3,0,3,"3"
"5357",140358,27,6,2,0,0,9,0,1,"1"
"5358",193738,39,18,2,0,1,10,0,2,"2"
"5359",145898,22,5,2,1,1,9,1,1,"1"
"5360",141789,64,47,2,1,0,4,0,3,"3"
"5361",126905,40,23,2,1,0,10,0,2,"2"
"5362",140706,20,3,2,0,0,12,0,1,"1"
"5363",177258,67,48,2,0,1,0,0,3,"3"
"5364",119105,18,1,2,0,1,2,0,1,"1"
"5365",145569,25,8,2,0,1,15,0,1,"1"
"5366",102417,58,40,2,0,1,4,1,3,"3"
"5367",155650,25,7,2,0,0,14,0,1,"1"
"5368",146560,19,1,2,0,0,15,0,1,"1"
"5369",186978,67,49,2,1,0,11,0,3,"3"
"5370",145174,21,3,2,0,1,14,0,1,"1"
"5371",162178,62,43,2,0,0,10,0,3,"3"
"5372",111462,16,0,2,1,0,11,0,1,"1"
"5373",168371,56,38,2,0,1,9,0,3,"3"
"5374",121846,18,0,2,1,0,9,0,1,"1"
"5375",185490,60,40,2,0,0,1,0,3,"3"
"5376",175548,43,25,2,1,0,8,0,2,"2"
"5377",197031,18,0,2,1,1,2,1,1,"1"
"5378",162343,54,33,2,1,1,10,0,3,"3"
"5379",151530,22,3,2,0,0,15,0,1,"1"
"5380",184774,51,34,2,1,1,1,1,2,"2"
"5381",114288,33,15,2,1,0,11,0,2,"2"
"5382",124517,61,43,2,0,1,6,0,3,"3"
"5383",103406,60,40,2,1,1,11,0,3,"3"
"5384",102131,22,5,2,0,0,11,0,1,"1"
"5385",185601,29,9,2,0,0,6,0,1,"1"
"5386",151502,19,1,2,0,1,12,1,1,"1"
"5387",114256,49,31,2,0,1,15,0,2,"2"
"5388",124538,44,25,2,0,1,8,0,2,"2"
"5389",128749,53,35,2,1,1,14,0,3,"3"
"5390",115338,18,0,2,0,0,12,0,1,"1"
"5391",122612,42,21,2,0,0,6,0,2,"2"
"5392",123534,58,37,2,0,0,12,0,3,"3"
"5393",162062,19,2,2,0,0,12,0,1,"1"
"5394",191683,66,45,2,0,1,8,0,3,"3"
"5395",189365,17,0,2,1,0,11,0,1,"1"
"5396",117579,69,51,2,1,0,11,0,3,"3"
"5397",187556,23,4,2,0,1,0,1,1,"1"
"5398",181352,65,45,2,0,1,13,0,3,"3"
"5399",182618,20,2,2,0,1,10,0,1,"1"
"5400",166143,55,38,2,0,1,15,0,3,"3"
"5401",154520,49,31,2,1,1,11,0,2,"2"
"5402",198415,18,0,2,0,0,9,0,1,"1"
"5403",135755,23,5,2,1,1,13,0,1,"1"
"5404",158455,59,40,2,0,1,15,0,3,"3"
"5405",109552,57,38,2,0,1,11,0,3,"3"
"5406",139408,34,16,2,1,0,8,0,2,"2"
"5407",187888,66,49,2,1,0,10,0,3,"3"
"5408",131564,46,26,2,0,1,8,0,2,"2"
"5409",117928,63,43,2,1,0,2,0,3,"3"
"5410",168139,67,47,2,0,1,8,0,3,"3"
"5411",162882,68,49,2,0,0,13,0,3,"3"
"5412",135521,22,3,2,1,1,15,1,1,"1"
"5413",169359,59,42,2,0,1,15,0,3,"3"
"5414",166636,61,41,2,0,0,4,0,3,"3"
"5415",178344,22,4,2,0,0,8,0,1,"1"
"5416",125993,24,5,2,0,0,6,0,1,"1"
"5417",164643,19,1,2,1,0,6,1,1,"1"
"5418",116924,21,3,2,0,0,15,0,1,"1"
"5419",140190,68,50,2,0,0,12,0,3,"3"
"5420",166740,68,50,2,1,1,9,0,3,"3"
"5421",147339,26,6,2,1,0,12,0,1,"1"
"5422",111895,64,45,2,0,0,4,0,3,"3"
"5423",166320,16,0,2,0,0,15,0,1,"1"
"5424",121875,20,3,2,0,1,15,1,1,"1"
"5425",131875,69,51,2,0,0,13,0,3,"3"
"5426",183300,16,0,2,1,1,15,1,1,"1"
"5427",164609,21,3,2,0,1,9,1,1,"1"
"5428",171180,61,43,2,1,1,11,0,3,"3"
"5429",191403,43,26,2,1,0,1,1,2,"2"
"5430",147979,67,50,2,1,0,7,0,3,"3"
"5431",195840,23,4,2,0,1,13,1,1,"1"
"5432",195316,28,10,2,0,1,9,0,1,"1"
"5433",178435,58,39,2,0,1,0,1,3,"3"
"5434",144323,63,43,2,0,0,6,0,3,"3"
"5435",142016,50,29,2,0,1,8,0,2,"2"
"5436",184650,20,1,2,0,1,12,0,1,"1"
"5437",175578,53,33,2,1,0,8,0,2,"2"
"5438",178118,17,0,2,1,1,13,1,1,"1"
"5439",123026,19,2,2,1,1,11,1,1,"1"
"5440",191531,23,4,2,0,1,14,1,1,"1"
"5441",126702,27,7,2,0,0,14,0,1,"1"
"5442",116479,36,19,2,1,0,7,0,2,"2"
"5443",175296,66,49,2,1,1,0,0,3,"3"
"5444",198531,25,7,2,1,0,6,0,1,"1"
"5445",152328,24,6,2,1,1,15,1,1,"1"
"5446",115950,19,2,2,1,0,13,1,1,"1"
"5447",115502,41,21,2,0,0,5,1,2,"2"
"5448",155716,63,46,2,1,1,13,0,3,"3"
"5449",189221,22,3,2,1,0,14,0,1,"1"
"5450",117693,56,35,2,1,0,8,0,3,"3"
"5451",111573,54,33,2,1,1,6,0,3,"3"
"5452",174138,70,52,2,1,0,11,0,3,"3"
"5453",182192,34,14,2,0,0,6,0,2,"2"
"5454",135019,54,34,2,0,1,1,0,3,"3"
"5455",190955,16,0,2,1,1,6,1,1,"1"
"5456",127700,18,0,2,0,1,14,0,1,"1"
"5457",162448,63,46,2,1,0,13,0,3,"3"
"5458",158856,21,4,2,1,0,13,0,1,"1"
"5459",181773,21,3,2,1,0,11,0,1,"1"
"5460",117071,65,47,2,1,0,4,0,3,"3"
"5461",110638,54,35,2,0,0,6,0,3,"3"
"5462",129110,67,46,2,1,1,14,0,3,"3"
"5463",137782,63,42,2,1,1,14,0,3,"3"
"5464",111486,53,36,2,1,1,15,0,3,"3"
"5465",167501,23,6,2,0,1,10,1,1,"1"
"5466",167724,67,46,2,0,0,11,0,3,"3"
"5467",152388,44,24,2,1,0,2,1,2,"2"
"5468",128658,35,16,2,1,0,5,0,2,"2"
"5469",195918,65,44,2,0,0,15,0,3,"3"
"5470",186176,19,1,2,0,0,6,0,1,"1"
"5471",138535,31,12,2,0,1,12,0,1,"1"
"5472",107329,17,0,2,1,1,9,1,1,"1"
"5473",195933,26,6,2,1,0,5,0,1,"1"
"5474",137187,24,6,2,0,0,5,1,1,"1"
"5475",152438,19,2,2,1,0,10,1,1,"1"
"5476",164317,63,44,2,0,0,7,0,3,"3"
"5477",102573,67,49,2,1,0,2,0,3,"3"
"5478",138412,52,32,2,1,0,5,0,2,"2"
"5479",110383,18,0,2,0,1,14,1,1,"1"
"5480",114054,57,36,2,0,1,6,0,3,"3"
"5481",172531,62,45,2,1,0,10,0,3,"3"
"5482",113806,45,25,2,0,0,5,1,2,"2"
"5483",127360,17,0,2,1,1,8,1,1,"1"
"5484",113507,47,26,2,0,0,11,0,2,"2"
"5485",180267,19,2,2,1,1,7,1,1,"1"
"5486",190025,26,5,2,1,0,5,1,1,"1"
"5487",121790,69,51,2,0,0,4,0,3,"3"
"5488",140480,38,19,2,1,1,10,0,2,"2"
"5489",138650,27,8,2,0,1,5,0,1,"1"
"5490",141826,23,4,2,0,1,13,0,1,"1"
"5491",133860,27,8,2,0,0,10,0,1,"1"
"5492",124845,70,49,2,1,1,7,0,3,"3"
"5493",178969,29,12,2,1,0,7,0,1,"1"
"5494",195536,67,47,2,0,0,10,0,3,"3"
"5495",149456,16,0,2,1,1,13,1,1,"1"
"5496",170007,43,26,2,1,1,3,1,2,"2"
"5497",100347,63,42,2,1,1,1,0,3,"3"
"5498",112376,31,10,2,0,1,11,0,1,"1"
"5499",148334,64,45,2,1,0,3,0,3,"3"
"5500",116042,40,23,2,1,1,9,0,2,"2"
"5501",176476,56,37,2,0,1,10,0,3,"3"
"5502",165997,50,29,2,0,0,10,0,2,"2"
"5503",123905,26,9,2,1,1,4,1,1,"1"
"5504",101197,62,43,2,1,0,1,0,3,"3"
"5505",195792,66,49,2,0,1,6,0,3,"3"
"5506",104918,63,42,2,1,1,10,0,3,"3"
"5507",175888,69,52,2,0,1,15,0,3,"3"
"5508",194414,48,29,2,0,0,9,0,2,"2"
"5509",187857,16,0,2,1,0,12,0,1,"1"
"5510",140087,21,4,2,1,0,15,0,1,"1"
"5511",186860,69,50,2,1,0,12,0,3,"3"
"5512",108781,64,45,2,0,0,7,0,3,"3"
"5513",104625,20,1,2,1,0,14,1,1,"1"
"5514",192092,55,37,2,0,1,2,1,3,"3"
"5515",174263,59,40,2,0,1,11,0,3,"3"
"5516",166154,19,0,2,1,1,13,1,1,"1"
"5517",191048,17,0,2,1,0,10,1,1,"1"
"5518",183441,66,47,2,0,1,8,0,3,"3"
"5519",130393,25,6,2,0,0,11,0,1,"1"
"5520",138513,42,23,2,1,1,9,0,2,"2"
"5521",170802,25,6,2,0,1,7,1,1,"1"
"5522",137714,17,0,2,0,0,6,0,1,"1"
"5523",120100,69,52,2,1,0,10,0,3,"3"
"5524",109611,20,3,2,1,0,11,0,1,"1"
"5525",161935,69,51,2,1,1,5,0,3,"3"
"5526",184211,25,6,2,1,1,11,1,1,"1"
"5527",134424,66,49,2,1,0,9,0,3,"3"
"5528",115228,19,1,2,1,1,6,1,1,"1"
"5529",143893,68,48,2,0,1,14,0,3,"3"
"5530",196594,21,3,2,0,0,10,0,1,"1"
"5531",158443,19,2,2,0,0,11,0,1,"1"
"5532",122992,19,1,2,0,0,13,0,1,"1"
"5533",109146,62,45,2,0,1,2,0,3,"3"
"5534",163733,33,14,2,0,0,2,1,2,"2"
"5535",183668,18,0,2,0,0,15,0,1,"1"
"5536",178555,27,8,2,1,0,3,1,1,"1"
"5537",162281,30,13,2,0,1,12,0,1,"1"
"5538",152263,28,8,2,0,0,3,0,1,"1"
"5539",122371,49,28,2,1,0,6,0,2,"2"
"5540",184387,39,18,2,0,0,1,1,2,"2"
"5541",163112,16,0,2,1,1,15,0,1,"1"
"5542",112204,18,0,2,1,0,7,0,1,"1"
"5543",143203,63,42,2,0,0,8,0,3,"3"
"5544",120016,41,22,2,1,0,12,0,2,"2"
"5545",154547,58,38,2,0,1,10,0,3,"3"
"5546",118693,64,47,2,1,1,4,0,3,"3"
"5547",189835,53,35,2,1,1,12,0,3,"3"
"5548",174564,60,42,2,0,1,7,0,3,"3"
"5549",136810,45,26,2,1,0,5,1,2,"2"
"5550",123163,50,31,2,1,0,2,0,2,"2"
"5551",175415,64,43,2,1,0,7,0,3,"3"
"5552",162415,53,34,2,0,1,8,0,3,"3"
"5553",130233,60,41,2,1,0,11,0,3,"3"
"5554",139321,25,6,2,1,1,2,1,1,"1"
"5555",191089,40,22,2,1,1,0,1,2,"2"
"5556",166875,35,18,2,1,1,7,1,2,"2"
"5557",132757,19,0,2,0,0,15,0,1,"1"
"5558",188822,21,2,2,0,1,11,1,1,"1"
"5559",103279,25,6,2,0,0,1,0,1,"1"
"5560",176651,54,36,2,1,0,11,0,3,"3"
"5561",177744,34,15,2,1,0,6,0,2,"2"
"5562",101259,16,0,2,1,1,13,0,1,"1"
"5563",115716,42,22,2,1,1,5,1,2,"2"
"5564",126039,48,31,2,1,0,7,0,2,"2"
"5565",118427,33,16,2,1,1,12,0,2,"2"
"5566",122535,32,11,2,1,1,13,0,1,"1"
"5567",147708,26,5,2,0,0,13,0,1,"1"
"5568",103890,21,3,2,1,1,11,0,1,"1"
"5569",110136,38,20,2,1,1,15,0,2,"2"
"5570",164286,39,22,2,0,1,6,0,2,"2"
"5571",190605,48,31,2,0,0,1,0,2,"2"
"5572",186586,27,8,2,1,1,12,0,1,"1"
"5573",157068,26,9,2,0,0,12,0,1,"1"
"5574",193707,69,52,2,1,1,7,0,3,"3"
"5575",187144,65,44,2,1,1,11,0,3,"3"
"5576",150886,63,45,2,1,0,9,0,3,"3"
"5577",126656,16,0,2,1,0,15,1,1,"1"
"5578",151482,48,29,2,1,0,12,0,2,"2"
"5579",190310,52,34,2,0,0,4,1,2,"2"
"5580",101662,24,6,2,0,0,14,0,1,"1"
"5581",176844,51,32,2,0,1,1,1,2,"2"
"5582",185061,17,0,2,0,1,15,1,1,"1"
"5583",131837,23,4,2,0,0,15,0,1,"1"
"5584",158708,69,51,2,1,1,9,0,3,"3"
"5585",110939,38,18,2,1,1,13,0,2,"2"
"5586",101186,64,43,2,1,1,6,0,3,"3"
"5587",131721,63,44,2,1,1,9,0,3,"3"
"5588",128584,21,2,2,1,1,13,1,1,"1"
"5589",169874,62,43,2,0,0,0,0,3,"3"
"5590",153121,24,7,2,0,1,9,1,1,"1"
"5591",126573,40,20,2,0,0,10,0,2,"2"
"5592",126689,53,33,2,1,0,8,0,2,"2"
"5593",152967,62,42,2,0,0,1,0,3,"3"
"5594",193035,22,4,2,1,1,5,1,1,"1"
"5595",189511,69,50,2,0,1,6,0,3,"3"
"5596",185804,61,43,2,0,1,10,0,3,"3"
"5597",185383,40,20,2,1,0,3,0,2,"2"
"5598",124603,20,3,2,1,0,6,1,1,"1"
"5599",196740,38,19,2,1,1,7,1,2,"2"
"5600",163279,42,25,2,0,1,9,0,2,"2"
"5601",156885,69,50,2,0,0,8,0,3,"3"
"5602",153270,23,5,2,1,1,12,1,1,"1"
"5603",189674,56,35,2,1,0,2,1,3,"3"
"5604",192229,60,39,2,1,1,10,0,3,"3"
"5605",140170,21,4,2,1,0,8,0,1,"1"
"5606",156326,60,42,2,1,0,6,0,3,"3"
"5607",169287,34,15,2,1,0,13,0,2,"2"
"5608",122056,64,47,2,0,0,7,0,3,"3"
"5609",195142,38,17,2,0,0,14,0,2,"2"
"5610",182385,41,24,2,0,1,2,1,2,"2"
"5611",110178,52,34,2,1,0,9,0,2,"2"
"5612",189626,22,3,2,1,0,6,1,1,"1"
"5613",150749,35,15,2,1,0,10,0,2,"2"
"5614",177500,38,19,2,0,0,15,0,2,"2"
"5615",158349,68,49,2,1,0,10,0,3,"3"
"5616",177263,36,16,2,1,0,15,0,2,"2"
"5617",157421,25,6,2,0,0,12,0,1,"1"
"5618",122145,52,32,2,0,0,1,1,2,"2"
"5619",161338,51,33,2,1,0,12,0,2,"2"
"5620",105359,62,45,2,1,1,12,0,3,"3"
"5621",143246,47,28,2,0,0,7,0,2,"2"
"5622",170705,70,50,2,1,1,0,0,3,"3"
"5623",131125,66,48,2,1,0,9,0,3,"3"
"5624",117291,61,42,2,1,0,4,1,3,"3"
"5625",129570,55,35,2,1,1,13,0,3,"3"
"5626",121076,40,19,2,0,0,3,0,2,"2"
"5627",140780,35,15,2,1,0,1,1,2,"2"
"5628",170285,21,2,2,0,1,15,1,1,"1"
"5629",192431,25,6,2,1,0,13,1,1,"1"
"5630",181793,41,24,2,0,1,12,0,2,"2"
"5631",151281,23,6,2,0,0,12,0,1,"1"
"5632",146414,21,4,2,0,1,10,1,1,"1"
"5633",139524,46,26,2,1,1,8,0,2,"2"
"5634",123888,69,48,2,0,1,10,0,3,"3"
"5635",140497,20,1,2,0,0,15,0,1,"1"
"5636",107532,23,4,2,1,0,2,1,1,"1"
"5637",168813,62,45,2,1,0,6,0,3,"3"
"5638",152259,50,33,2,0,0,7,0,2,"2"
"5639",167721,55,36,2,0,1,14,0,3,"3"
"5640",195847,21,2,2,1,1,15,1,1,"1"
"5641",144221,21,2,2,0,0,6,0,1,"1"
"5642",158947,56,37,2,1,0,13,0,3,"3"
"5643",134215,44,27,2,0,0,13,0,2,"2"
"5644",100544,31,14,2,1,0,8,0,1,"1"
"5645",117452,70,52,2,0,0,9,0,3,"3"
"5646",165849,70,53,2,1,1,15,0,3,"3"
"5647",159830,34,16,2,1,1,11,0,2,"2"
"5648",104725,64,44,2,0,1,3,0,3,"3"
"5649",155153,50,32,2,1,0,6,0,2,"2"
"5650",126532,16,0,2,0,0,11,0,1,"1"
"5651",129132,55,34,2,0,0,7,0,3,"3"
"5652",161764,30,9,2,1,1,14,0,1,"1"
"5653",185046,26,7,2,1,1,2,1,1,"1"
"5654",122589,63,42,2,1,1,7,0,3,"3"
"5655",167264,47,29,2,0,1,0,0,2,"2"
"5656",189604,42,25,2,1,0,7,0,2,"2"
